year,state,county_name,county_fips,office,candidate,party,candidatevotes,mode
2020,TEXAS,COLORADO,48089,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2420,TOTAL
2020,TEXAS,COMAL,48091,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,24826,TOTAL
2020,TEXAS,COMANCHE,48093,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,853,TOTAL
2020,TEXAS,CONCHO,48095,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,197,TOTAL
2020,TEXAS,COOKE,48097,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3210,TOTAL
2020,TEXAS,CORYELL,48099,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,7565,TOTAL
2020,TEXAS,COTTLE,48101,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,113,TOTAL
2020,TEXAS,CRANE,48103,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,241,TOTAL
2020,TEXAS,CROCKETT,48105,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,344,TOTAL
2020,TEXAS,CROSBY,48107,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,527,TOTAL
2020,TEXAS,CULBERSON,48109,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,438,TOTAL
2020,TEXAS,DALLAM,48111,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,197,TOTAL
2020,TEXAS,DALLAS,48113,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,598576,TOTAL
2020,TEXAS,DAWSON,48115,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,808,TOTAL
2020,TEXAS,DEAF SMITH,48117,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1264,TOTAL
2020,TEXAS,DELTA,48119,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,403,TOTAL
2020,TEXAS,DENTON,48121,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,188695,TOTAL
2020,TEXAS,DEWITT,48123,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1494,TOTAL
2020,TEXAS,DICKENS,48125,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,130,TOTAL
2020,TEXAS,DIMMIT,48127,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2264,TOTAL
2020,TEXAS,DONLEY,48129,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,198,TOTAL
2020,TEXAS,DUVAL,48131,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2575,TOTAL
2020,TEXAS,EASTLAND,48133,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,983,TOTAL
2020,TEXAS,ECTOR,48135,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,11367,TOTAL
2020,TEXAS,EDWARDS,48137,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,168,TOTAL
2020,TEXAS,ELLIS,48139,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,27565,TOTAL
2020,TEXAS,EL PASO,48141,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,178126,TOTAL
2020,TEXAS,ERATH,48143,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2916,TOTAL
2020,TEXAS,FALLS,48145,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1899,TOTAL
2020,TEXAS,FANNIN,48147,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2655,TOTAL
2020,TEXAS,FAYETTE,48149,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2661,TOTAL
2020,TEXAS,FISHER,48151,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,352,TOTAL
2020,TEXAS,FLOYD,48153,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,438,TOTAL
2020,TEXAS,FOARD,48155,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,99,TOTAL
2020,TEXAS,FORT BEND,48157,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,195552,TOTAL
2020,TEXAS,FRANKLIN,48159,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,804,TOTAL
2020,TEXAS,FREESTONE,48161,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1635,TOTAL
2020,TEXAS,FRIO,48163,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2422,TOTAL
2020,TEXAS,GAINES,48165,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,576,TOTAL
2020,TEXAS,GALVESTON,48167,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,58842,TOTAL
2020,TEXAS,GARZA,48169,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,231,TOTAL
2020,TEXAS,GILLESPIE,48171,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3176,TOTAL
2020,TEXAS,GLASSCOCK,48173,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,39,TOTAL
2020,TEXAS,GOLIAD,48175,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,877,TOTAL
2020,TEXAS,GONZALES,48177,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1948,TOTAL
2020,TEXAS,GRAY,48179,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,829,TOTAL
2020,TEXAS,GRAYSON,48181,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,14506,TOTAL
2020,TEXAS,GREGG,48183,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,14796,TOTAL
2020,TEXAS,GRIMES,48185,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2833,TOTAL
2020,TEXAS,GUADALUPE,48187,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,28805,TOTAL
2020,TEXAS,HALE,48189,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2279,TOTAL
2020,TEXAS,HALL,48191,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,168,TOTAL
2020,TEXAS,HAMILTON,48193,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,641,TOTAL
2020,TEXAS,HANSFORD,48195,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,166,TOTAL
2020,TEXAS,HARDEMAN,48197,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,241,TOTAL
2020,TEXAS,HARDIN,48199,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3474,TOTAL
2020,TEXAS,HARRIS,48201,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,918193,TOTAL
2020,TEXAS,HARRISON,48203,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,7908,TOTAL
2020,TEXAS,HARTLEY,48205,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,195,TOTAL
2020,TEXAS,HASKELL,48207,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,353,TOTAL
2020,TEXAS,HAYS,48209,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,59524,TOTAL
2020,TEXAS,HEMPHILL,48211,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,206,TOTAL
2020,TEXAS,HENDERSON,48213,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,7060,TOTAL
2020,TEXAS,HIDALGO,48215,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,128199,TOTAL
2020,TEXAS,HILL,48217,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2860,TOTAL
2020,TEXAS,HOCKLEY,48219,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1482,TOTAL
2020,TEXAS,HOOD,48221,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5648,TOTAL
2020,TEXAS,HOPKINS,48223,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3046,TOTAL
2020,TEXAS,HOUSTON,48225,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2314,TOTAL
2020,TEXAS,HOWARD,48227,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2069,TOTAL
2020,TEXAS,HUDSPETH,48229,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,371,TOTAL
2020,TEXAS,HUNT,48231,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8906,TOTAL
2020,TEXAS,HUTCHINSON,48233,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,965,TOTAL
2020,TEXAS,IRION,48235,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,120,TOTAL
2020,TEXAS,JACK,48237,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,331,TOTAL
2020,TEXAS,JACKSON,48239,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1033,TOTAL
2020,TEXAS,JASPER,48241,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2954,TOTAL
2020,TEXAS,JEFF DAVIS,48243,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,501,TOTAL
2020,TEXAS,JEFFERSON,48245,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,46073,TOTAL
2020,TEXAS,JIM HOGG,48247,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1197,TOTAL
2020,TEXAS,JIM WELLS,48249,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6119,TOTAL
2020,TEXAS,JOHNSON,48251,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,16464,TOTAL
2020,TEXAS,JONES,48253,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,999,TOTAL
2020,TEXAS,KARNES,48255,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1234,TOTAL
2020,TEXAS,KAUFMAN,48257,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,18405,TOTAL
2020,TEXAS,KENDALL,48259,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6020,TOTAL
2020,TEXAS,KENEDY,48261,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,65,TOTAL
2020,TEXAS,KENT,48263,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,47,TOTAL
2020,TEXAS,KERR,48265,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6524,TOTAL
2020,TEXAS,KIMBLE,48267,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,284,TOTAL
2020,TEXAS,KING,48269,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8,TOTAL
2020,TEXAS,KINNEY,48271,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,446,TOTAL
2020,TEXAS,KLEBERG,48273,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5314,TOTAL
2020,TEXAS,KNOX,48275,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,265,TOTAL
2020,TEXAS,LAMAR,48277,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4458,TOTAL
2020,TEXAS,LAMB,48279,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,840,TOTAL
2020,TEXAS,LAMPASAS,48281,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2144,TOTAL
2020,TEXAS,LA SALLE,48283,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1052,TOTAL
2020,TEXAS,LAVACA,48285,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1333,TOTAL
2020,TEXAS,LEE,48287,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1750,TOTAL
2020,TEXAS,LEON,48289,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1072,TOTAL
2020,TEXAS,LIBERTY,48291,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5785,TOTAL
2020,TEXAS,LIMESTONE,48293,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2213,TOTAL
2020,TEXAS,LIPSCOMB,48295,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,131,TOTAL
2020,TEXAS,LIVE OAK,48297,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,819,TOTAL
2020,TEXAS,LLANO,48299,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2465,TOTAL
2020,TEXAS,LOVING,48301,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4,TOTAL
2020,TEXAS,LUBBOCK,48303,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,40017,TOTAL
2020,TEXAS,LYNN,48305,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,428,TOTAL
2020,TEXAS,MCCULLOCH,48307,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,490,TOTAL
2020,TEXAS,MCLENNAN,48309,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,36688,TOTAL
2020,TEXAS,MCMULLEN,48311,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,53,TOTAL
2020,TEXAS,MADISON,48313,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1088,TOTAL
2020,TEXAS,MARION,48315,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1339,TOTAL
2020,TEXAS,MARTIN,48317,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,288,TOTAL
2020,TEXAS,MASON,48319,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,457,TOTAL
2020,TEXAS,MATAGORDA,48321,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3733,TOTAL
2020,TEXAS,MAVERICK,48323,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8332,TOTAL
2020,TEXAS,MEDINA,48325,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6773,TOTAL
2020,TEXAS,MENARD,48327,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,197,TOTAL
2020,TEXAS,MIDLAND,48329,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,12329,TOTAL
2020,TEXAS,MILAM,48331,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2496,TOTAL
2020,TEXAS,MILLS,48333,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,271,TOTAL
2020,TEXAS,MITCHELL,48335,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,397,TOTAL
2020,TEXAS,MONTAGUE,48337,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1097,TOTAL
2020,TEXAS,MONTGOMERY,48339,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,74377,TOTAL
2020,TEXAS,MOORE,48341,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1062,TOTAL
2020,TEXAS,MORRIS,48343,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1669,TOTAL
2020,TEXAS,MOTLEY,48345,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,46,TOTAL
2020,TEXAS,NACOGDOCHES,48347,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,9000,TOTAL
2020,TEXAS,NAVARRO,48349,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5101,TOTAL
2020,TEXAS,NEWTON,48351,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1173,TOTAL
2020,TEXAS,NOLAN,48353,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1162,TOTAL
2020,TEXAS,NUECES,48355,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,60925,TOTAL
2020,TEXAS,OCHILTREE,48357,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,302,TOTAL
2020,TEXAS,OLDHAM,48359,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,81,TOTAL
2020,TEXAS,ORANGE,48361,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6357,TOTAL
2020,TEXAS,PALO PINTO,48363,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2178,TOTAL
2020,TEXAS,PANOLA,48365,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2057,TOTAL
2020,TEXAS,PARKER,48367,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,13017,TOTAL
2020,TEXAS,PARMER,48369,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,488,TOTAL
2020,TEXAS,PECOS,48371,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1382,TOTAL
2020,TEXAS,POLK,48373,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5387,TOTAL
2020,TEXAS,POTTER,48375,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,9921,TOTAL
2020,TEXAS,PRESIDIO,48377,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1463,TOTAL
2020,TEXAS,RAINS,48379,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,842,TOTAL
2020,TEXAS,RANDALL,48381,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,12802,TOTAL
2020,TEXAS,REAGAN,48383,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,172,TOTAL
2020,TEXAS,REAL,48385,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,320,TOTAL
2020,TEXAS,RED RIVER,48387,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1246,TOTAL
2020,TEXAS,REEVES,48389,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1395,TOTAL
2020,TEXAS,REFUGIO,48391,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1108,TOTAL
2020,TEXAS,ROBERTS,48393,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,17,TOTAL
2020,TEXAS,ROBERTSON,48395,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2374,TOTAL
2020,TEXAS,ROCKWALL,48397,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,16412,TOTAL
2020,TEXAS,RUNNELS,48399,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,552,TOTAL
2020,TEXAS,RUSK,48401,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4629,TOTAL
2020,TEXAS,SABINE,48403,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,669,TOTAL
2020,TEXAS,SAN AUGUSTINE,48405,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,980,TOTAL
2020,TEXAS,SAN JACINTO,48407,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2337,TOTAL
2020,TEXAS,SAN PATRICIO,48409,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8988,TOTAL
2020,TEXAS,SAN SABA,48411,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,287,TOTAL
2020,TEXAS,SCHLEICHER,48413,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,211,TOTAL
2020,TEXAS,SCURRY,48415,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,818,TOTAL
2020,TEXAS,SHACKELFORD,48417,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,130,TOTAL
2020,TEXAS,SHELBY,48419,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2068,TOTAL
2020,TEXAS,SHERMAN,48421,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,91,TOTAL
2020,TEXAS,SMITH,48423,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,29615,TOTAL
2020,TEXAS,SOMERVELL,48425,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,768,TOTAL
2020,TEXAS,STARR,48427,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,9123,TOTAL
2020,TEXAS,STEPHENS,48429,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,397,TOTAL
2020,TEXAS,STERLING,48431,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,51,TOTAL
2020,TEXAS,STONEWALL,48433,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,116,TOTAL
2020,TEXAS,SUTTON,48435,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,322,TOTAL
2020,TEXAS,SWISHER,48437,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,478,TOTAL
2020,TEXAS,TARRANT,48439,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,411567,TOTAL
2020,TEXAS,TAYLOR,48441,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,14588,TOTAL
2020,TEXAS,TERRELL,48443,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,119,TOTAL
2020,TEXAS,TERRY,48445,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,757,TOTAL
2020,TEXAS,THROCKMORTON,48447,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,82,TOTAL
2020,TEXAS,TITUS,48449,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2856,TOTAL
2020,TEXAS,TOM GREEN,48451,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,12239,TOTAL
2020,TEXAS,TRAVIS,48453,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,435860,TOTAL
2020,TEXAS,TRINITY,48455,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1323,TOTAL
2020,TEXAS,TYLER,48457,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1403,TOTAL
2020,TEXAS,UPSHUR,48459,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2877,TOTAL
2020,TEXAS,UPTON,48461,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,170,TOTAL
2020,TEXAS,UVALDE,48463,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4073,TOTAL
2020,TEXAS,VAL VERDE,48465,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6771,TOTAL
2020,TEXAS,VAN ZANDT,48467,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3516,TOTAL
2020,TEXAS,VICTORIA,48469,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,10380,TOTAL
2020,TEXAS,WALKER,48471,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,7884,TOTAL
2020,TEXAS,WALLER,48473,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8191,TOTAL
2020,TEXAS,WARD,48475,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,764,TOTAL
2020,TEXAS,WASHINGTON,48477,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4261,TOTAL
2020,TEXAS,WEBB,48479,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,41820,TOTAL
2020,TEXAS,WHARTON,48481,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4694,TOTAL
2020,TEXAS,WHEELER,48483,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,168,TOTAL
2020,TEXAS,WICHITA,48485,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,13161,TOTAL
2020,TEXAS,WILBARGER,48487,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,956,TOTAL
2020,TEXAS,WILLACY,48489,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3108,TOTAL
2020,TEXAS,WILLIAMSON,48491,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,143795,TOTAL
2020,TEXAS,WILSON,48493,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6350,TOTAL
2020,TEXAS,WINKLER,48495,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,358,TOTAL
2020,TEXAS,WISE,48497,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4973,TOTAL
2020,TEXAS,WOOD,48499,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3509,TOTAL
2020,TEXAS,YOAKUM,48501,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,420,TOTAL
2020,TEXAS,YOUNG,48503,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1034,TOTAL
2020,TEXAS,ZAPATA,48505,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1826,TOTAL
2020,TEXAS,ZAVALA,48507,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2864,TOTAL
2020,OKLAHOMA,ADAIR,40001,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,197,ABSENTEE BY MAIL
2020,OKLAHOMA,ADAIR,40001,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,205,EARLY
2020,OKLAHOMA,ADAIR,40001,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,985,ELECTION DAY
2020,OKLAHOMA,ALFALFA,40003,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,40,ABSENTEE BY MAIL
2020,OKLAHOMA,ALFALFA,40003,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,51,EARLY
2020,OKLAHOMA,ALFALFA,40003,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,141,ELECTION DAY
2020,OKLAHOMA,ATOKA,40005,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,114,ABSENTEE BY MAIL
2020,OKLAHOMA,ATOKA,40005,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,197,EARLY
2020,OKLAHOMA,ATOKA,40005,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,454,ELECTION DAY
2020,OKLAHOMA,BEAVER,40007,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,35,ABSENTEE BY MAIL
2020,OKLAHOMA,BEAVER,40007,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,42,EARLY
2020,OKLAHOMA,BEAVER,40007,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,113,ELECTION DAY
2020,OKLAHOMA,BECKHAM,40009,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,207,ABSENTEE BY MAIL
2020,OKLAHOMA,BECKHAM,40009,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,196,EARLY
2020,OKLAHOMA,BECKHAM,40009,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,645,ELECTION DAY
2020,OKLAHOMA,BLAINE,40011,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,84,ABSENTEE BY MAIL
2020,OKLAHOMA,BLAINE,40011,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,104,EARLY
2020,OKLAHOMA,BLAINE,40011,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,500,ELECTION DAY
2020,OKLAHOMA,BRYAN,40013,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,763,ABSENTEE BY MAIL
2020,OKLAHOMA,BRYAN,40013,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,466,EARLY
2020,OKLAHOMA,BRYAN,40013,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2094,ELECTION DAY
2020,OKLAHOMA,CADDO,40015,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,312,ABSENTEE BY MAIL
2020,OKLAHOMA,CADDO,40015,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,334,EARLY
2020,OKLAHOMA,CADDO,40015,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2024,ELECTION DAY
